Timestep, Roll, Pitch, Yaw
698, 0.0, -0.0, 0.696814692820414
699, 0.0, -0.0, 0.7068146928204138
700, 0.0, -0.0, 0.7168146928204135
701, 0.0, -0.0, 0.7268146928204132
702, 0.0, -0.0, 0.736814692820414
703, 0.0, -0.0, 0.7468146928204138
704, 0.0, -0.0, 0.7568146928204136
705, 0.0, -0.0, 0.7668146928204134
706, 0.0, -0.0, 0.776814692820414
707, 0.0, -0.0, 0.7868146928204138
708, 0.0, -0.0, 0.7968146928204136
709, 0.0, -0.0, 0.8068146928204134
710, 0.0, -0.0, 0.8168146928204141
711, 0.0, -0.0, 0.8268146928204139
712, 0.0, -0.0, 0.8368146928204135
713, 0.0, -0.0, 0.8468146928204134
714, 0.0, -0.0, 0.8568146928204141
715, 0.0, -0.0, 0.8668146928204139
716, 0.0, -0.0, 0.8768146928204137
717, 0.0, -0.0, 0.8868146928204135
718, 0.0, -0.0, 0.8968146928204133
719, 0.0, -0.0, 0.9068146928204138
720, 0.0, -0.0, 0.9168146928204136
721, 0.0, -0.0, 0.9268146928204135
722, 0.0, -0.0, 0.9368146928204133
723, 0.0, -0.0, 0.946814692820414
724, 0.0, -0.0, 0.9568146928204138
725, 0.0, -0.0, 0.9668146928204135
726, 0.0, -0.0, 0.9768146928204133
727, 0.0, -0.0, 0.986814692820414
728, 0.0, -0.0, 0.9968146928204138
729, 0.0, -0.0, 1.0068146928204136
730, 0.0, -0.0, 1.0168146928204134
731, 0.0, -0.0, 1.026814692820414
732, 0.0, -0.0, 1.0368146928204138
733, 0.0, -0.0, 1.0468146928204136
734, 0.0, -0.0, 1.0568146928204134
735, 0.0, -0.0, 1.066814692820414
736, 0.0, -0.0, 1.0768146928204139
737, 0.0, -0.0, 1.0868146928204137
738, 0.0, -0.0, 1.0968146928204134
739, 0.0, -0.0, 1.1068146928204141
740, 0.0, -0.0, 1.116814692820414
741, 0.0, -0.0, 1.1268146928204137
742, 0.0, -0.0, 1.1368146928204135
743, 0.0, -0.0, 1.1468146928204133
744, 0.0, -0.0, 1.156814692820414
745, 0.0, -0.0, 1.1668146928204137
746, 0.0, -0.0, 1.1768146928204135
747, 0.0, -0.0, 1.1868146928204133
748, 0.0, -0.0, 1.196814692820414
749, 0.0, -0.0, 1.2068146928204138
750, 0.0, -0.0, 1.2168146928204135
751, 0.0, -0.0, 1.2268146928204133
752, 0.0, -0.0, 1.236814692820414
753, 0.0, -0.0, 1.2468146928204138
754, 0.0, -0.0, 1.2568146928204136
755, 0.0, -0.0, 1.2668146928204134
756, 0.0, -0.0, 1.276814692820414
757, 0.0, -0.0, 1.2868146928204138
758, 0.0, -0.0, 1.2968146928204136
759, 0.0, -0.0, 1.3068146928204134
760, 0.0, -0.0, 1.316814692820414
761, 0.0, -0.0, 1.3268146928204139
762, 0.0, -0.0, 1.3368146928204137
763, 0.0, -0.0, 1.3468146928204134
764, 0.0, -0.0, 1.3568146928204141
765, 0.0, -0.0, 1.366814692820414
766, 0.0, -0.0, 1.3768146928204137
767, 0.0, -0.0, 1.3868146928204135
768, 0.0, -0.0, 1.3968146928204133
769, 0.0, -0.0, 1.406814692820414
770, 0.0, -0.0, 1.4168146928204137
771, 0.0, -0.0, 1.4268146928204135
772, 0.0, -0.0, 1.4368146928204133
773, 0.0, -0.0, 1.446814692820414
774, 0.0, -0.0, 1.4568146928204138
775, 0.0, -0.0, 1.4668146928204135
776, 0.0, -0.0, 1.4768146928204133
777, 0.0, -0.0, 1.486814692820414
778, 0.0, -0.0, 1.4968146928204138
779, 0.0, -0.0, 1.5068146928204136
780, 0.0, -0.0, 1.5168146928204134
781, 0.0, -0.0, 1.526814692820414
782, 0.0, -0.0, 1.5368146928204138
783, 0.0, -0.0, 1.5468146928204136
784, 0.0, -0.0, 1.5568146928204134
785, 0.0, -0.0, 1.566814692820414
786, 0.0, -0.0, 1.5768146928204139
787, 0.0, -0.0, 1.5868146928204137
788, 0.0, -0.0, 1.5968146928204134
789, 0.0, -0.0, 1.6068146928204141
790, 0.0, -0.0, 1.616814692820414
791, 0.0, -0.0, 1.6268146928204137
792, 0.0, -0.0, 1.6368146928204135
793, 0.0, -0.0, 1.6468146928204141
794, 0.0, -0.0, 1.656814692820414
795, 0.0, -0.0, 1.6668146928204137
796, 0.0, -0.0, 1.6768146928204135
797, 0.0, -0.0, 1.6868146928204133
798, 0.0, -0.0, 1.696814692820414
799, 0.0, -0.0, 1.7068146928204138
800, 0.0, -0.0, 1.7168146928204135
801, 0.0, -0.0, 1.7268146928204133
802, 0.0, -0.0, 1.7368146928204131
803, 0.0, -0.0, 1.746814692820413
804, 0.0, -0.0, 1.7568146928204145
805, 0.0, -0.0, 1.7668146928204143
806, 0.0, -0.0, 1.776814692820414
807, 0.0, -0.0, 1.7868146928204138
808, 0.0, -0.0, 1.7968146928204136
809, 0.0, -0.0, 1.8068146928204134
810, 0.0, -0.0, 1.8168146928204132
811, 0.0, -0.0, 1.826814692820413
812, 0.0, -0.0, 1.8368146928204145
813, 0.0, -0.0, 1.8468146928204143
814, 0.0, -0.0, 1.8568146928204141
815, 0.0, -0.0, 1.866814692820414
816, 0.0, -0.0, 1.8768146928204137
817, 0.0, -0.0, 1.8868146928204135
818, 0.0, -0.0, 1.8968146928204133
819, 0.0, -0.0, 1.906814692820413
820, 0.0, -0.0, 1.9168146928204128
821, 0.0, -0.0, 1.9268146928204144
822, 0.0, -0.0, 1.9368146928204142
823, 0.0, -0.0, 1.946814692820414
824, 0.0, -0.0, 1.9568146928204138
825, 0.0, -0.0, 1.9668146928204135
826, 0.0, -0.0, 1.9768146928204133
827, 0.0, -0.0, 1.9868146928204131
828, 0.0, -0.0, 1.996814692820413
829, 0.0, -0.0, 2.0068146928204142
830, 0.0, -0.0, 2.0168146928204145
831, 0.0, -0.0, 2.026814692820414
832, 0.0, -0.0, 2.0368146928204136
833, 0.0, -0.0, 2.046814692820414
834, 0.0, -0.0, 2.0568146928204136
835, 0.0, -0.0, 2.066814692820413
836, 0.0, -0.0, 2.0768146928204128
837, 0.0, -0.0, 2.0868146928204143
838, 0.0, -0.0, 2.096814692820414
839, 0.0, -0.0, 2.106814692820414
840, 0.0, -0.0, 2.1168146928204137
841, 0.0, -0.0, 2.126814692820414
842, 0.0, -0.0, 2.1368146928204133
843, 0.0, -0.0, 2.146814692820413
844, 0.0, -0.0, 2.156814692820413
845, 0.0, -0.0, 2.1668146928204126
846, 0.0, -0.0, 2.176814692820414
847, 0.0, -0.0, 2.1868146928204144
848, 0.0, -0.0, 2.1968146928204138
849, 0.0, -0.0, 2.2068146928204135
850, 0.0, -0.0, 2.2168146928204138
851, 0.0, -0.0, 2.226814692820413
852, 0.0, -0.0, 2.2368146928204133
853, 0.0, -0.0, 2.2468146928204127
854, 0.0, -0.0, 2.2568146928204147
855, 0.0, -0.0, 2.2668146928204145
856, 0.0, -0.0, 2.276814692820414
857, 0.0, -0.0, 2.2868146928204136
858, 0.0, -0.0, 2.296814692820414
859, 0.0, -0.0, 2.306814692820413
860, 0.0, -0.0, 2.3168146928204134
861, 0.0, -0.0, 2.3268146928204128
862, 0.0, -0.0, 2.3368146928204143
863, 0.0, -0.0, 2.346814692820414
864, 0.0, -0.0, 2.356814692820414
865, 0.0, -0.0, 2.3668146928204137
866, 0.0, -0.0, 2.3768146928204135
867, 0.0, -0.0, 2.3868146928204133
868, 0.0, -0.0, 2.3968146928204135
869, 0.0, -0.0, 2.406814692820413
870, 0.0, -0.0, 2.4168146928204144
871, 0.0, -0.0, 2.4268146928204146
872, 0.0, -0.0, 2.4368146928204144
873, 0.0, -0.0, 2.4468146928204138
874, 0.0, -0.0, 2.4568146928204135
875, 0.0, -0.0, 2.4668146928204133
876, 0.0, -0.0, 2.476814692820413
877, 0.0, -0.0, 2.486814692820413
878, 0.0, -0.0, 2.4968146928204127
879, 0.0, -0.0, 2.5068146928204142
880, 0.0, -0.0, 2.516814692820414
881, 0.0, -0.0, 2.5268146928204143
882, 0.0, -0.0, 2.536814692820414
883, 0.0, -0.0, 2.5468146928204134
884, 0.0, -0.0, 2.556814692820413
885, 0.0, -0.0, 2.5668146928204134
886, 0.0, -0.0, 2.5768146928204128
887, 0.0, -0.0, 2.5868146928204143
888, 0.0, -0.0, 2.5968146928204145
889, 0.0, -0.0, 2.606814692820414
890, 0.0, -0.0, 2.616814692820414
891, 0.0, -0.0, 2.6268146928204135
892, 0.0, -0.0, 2.6368146928204133
893, 0.0, -0.0, 2.646814692820413
894, 0.0, -0.0, 2.656814692820413
895, 0.0, -0.0, 2.6668146928204144
896, 0.0, -0.0, 2.6768146928204146
897, 0.0, -0.0, 2.686814692820414
898, 0.0, -0.0, 2.696814692820414
899, 0.0, -0.0, 2.7068146928204135
900, 0.0, -0.0, 2.7168146928204133
901, 0.0, -0.0, 2.726814692820413
902, 0.0, -0.0, 2.736814692820413
903, 0.0, -0.0, 2.7468146928204127
904, 0.0, -0.0, 2.7568146928204147
905, 0.0, -0.0, 2.766814692820414
906, 0.0, -0.0, 2.776814692820414
907, 0.0, -0.0, 2.7868146928204136
908, 0.0, -0.0, 2.7968146928204134
909, 0.0, -0.0, 2.806814692820413
910, 0.0, -0.0, 2.816814692820413
911, 0.0, -0.0, 2.8268146928204128
912, 0.0, -0.0, 2.8368146928204143
913, 0.0, -0.0, 2.846814692820414
914, 0.0, -0.0, 2.856814692820414
915, 0.0, -0.0, 2.8668146928204137
916, 0.0, -0.0, 2.8768146928204135
917, 0.0, -0.0, 2.8868146928204133
918, 0.0, -0.0, 2.896814692820413
919, 0.0, -0.0, 2.906814692820413
920, 0.0, -0.0, 2.9168146928204144
921, 0.0, -0.0, 2.926814692820414
922, 0.0, -0.0, 2.936814692820414
923, 0.0, -0.0, 2.9468146928204138
924, 0.0, -0.0, 2.9568146928204135
925, 0.0, -0.0, 2.9668146928204133
926, 0.0, -0.0, 2.976814692820413
927, 0.0, -0.0, 2.986814692820413
928, 0.0, -0.0, 2.9968146928204127
929, 0.0, -0.0, 3.0068146928204142
930, 0.0, -0.0, 3.016814692820414
931, 0.0, -0.0, 3.026814692820414
932, 0.0, -0.0, 3.0368146928204136
933, 0.0, -0.0, 3.0468146928204134
934, 0.0, -0.0, 3.056814692820413
935, 0.0, -0.0, 3.066814692820413
936, 0.0, -0.0, 3.0768146928204128
937, 0.0, -0.0, 3.0868146928204143
938, 0.0, -0.0, 3.096814692820414
939, 0.0, -0.0, 3.106814692820414
940, 0.0, -0.0, 3.1168146928204137
941, 0.0, -0.0, 3.1268146928204135
942, 0.0, -0.0, 3.1368146928204133
943, 0.0, -0.0, -3.136370614359173
944, 0.0, -0.0, -3.1263706143591734
945, 0.0, -0.0, -3.116370614359172
946, 0.0, -0.0, -3.106370614359172
947, 0.0, -0.0, -3.0963706143591723
948, 0.0, -0.0, -3.0863706143591725
949, 0.0, -0.0, -3.0763706143591727
950, 0.0, -0.0, -3.066370614359173
951, 0.0, -0.0, -3.056370614359173
952, 0.0, -0.0, -3.0463706143591733
953, 0.0, -0.0, -3.0363706143591735
954, 0.0, -0.0, -3.026370614359172
955, 0.0, -0.0, -3.016370614359172
956, 0.0, -0.0, -3.0063706143591724
957, 0.0, -0.0, -2.9963706143591726
958, 0.0, -0.0, -2.986370614359173
959, 0.0, -0.0, -2.976370614359173
960, 0.0, -0.0, -2.9663706143591733
961, 0.0, -0.0, -2.9563706143591735
962, 0.0, -0.0, -2.946370614359172
963, 0.0, -0.0, -2.936370614359172
964, 0.0, -0.0, -2.9263706143591723
965, 0.0, -0.0, -2.9163706143591726
966, 0.0, -0.0, -2.9063706143591728
967, 0.0, -0.0, -2.896370614359173
968, 0.0, -0.0, -2.886370614359173
969, 0.0, -0.0, -2.8763706143591734
970, 0.0, -0.0, -2.866370614359172
971, 0.0, -0.0, -2.856370614359172
972, 0.0, -0.0, -2.8463706143591723
973, 0.0, -0.0, -2.8363706143591725
974, 0.0, -0.0, -2.8263706143591727
975, 0.0, -0.0, -2.816370614359173
976, 0.0, -0.0, -2.806370614359173
977, 0.0, -0.0, -2.7963706143591733
978, 0.0, -0.0, -2.7863706143591735
979, 0.0, -0.0, -2.776370614359172
980, 0.0, -0.0, -2.766370614359172
981, 0.0, -0.0, -2.7563706143591724
982, 0.0, -0.0, -2.7463706143591726
983, 0.0, -0.0, -2.736370614359173
984, 0.0, -0.0, -2.726370614359173
985, 0.0, -0.0, -2.7163706143591733
986, 0.0, -0.0, -2.7063706143591735
987, 0.0, -0.0, -2.696370614359172
988, 0.0, -0.0, -2.686370614359172
989, 0.0, -0.0, -2.6763706143591723
990, 0.0, -0.0, -2.6663706143591726
991, 0.0, -0.0, -2.6563706143591728
992, 0.0, -0.0, -2.646370614359173
993, 0.0, -0.0, -2.636370614359173
994, 0.0, -0.0, -2.6263706143591734
995, 0.0, -0.0, -2.616370614359172
996, 0.0, -0.0, -2.606370614359172
997, 0.0, -0.0, -2.5963706143591723
998, 0.0, -0.0, -2.5863706143591725
999, 0.0, -0.0, -2.5763706143591727
